1000,0
1000,17
1000,34
1000,52
999,69
998,87
997,104
996,122
994,139
992,157
989,174
987,191
984,209
980,226
977,243
973,260
968,277
964,294
959,311
954,328
949,345
943,361
937,378
931,395
924,411
917,427
910,443
903,459
895,475
887,491
879,507
870,522
861,538
852,553
843,568
833,583
823,598
813,612
803,627
792,641
781,655
770,669
759,682
747,696
735,709
723,722
710,735
698,748
685,760
672,772
659,784
645,796
632,808
618,819
604,830
589,841
575,851
560,862
545,872
530,882
515,891
500,901
484,910
468,918
452,927
436,935
420,943
404,951
387,958
371,965
354,972
337,978
320,985
303,991
286,996
269,1001
251,1006
234,1011
216,1016
199,1020
181,1024
163,1027
145,1030
127,1033
109,1036
91,1038
73,1040
55,1042
37,1043
19,1044
0,1045
-17,1045
-35,1045
-53,1045
-72,1044
-90,1043
-108,1042
-126,1040
-145,1038
-163,1036
-181,1034
-199,1031
-217,1028
-235,1024
-253,1020
-271,1016
-289,1012
-307,1007
-324,1002
-342,997
-359,991
-377,985
-394,979
-411,972
-428,966
-445,958
-462,951
-479,943
-496,935
-512,927
-529,918
-545,909
-561,900
-577,890
-592,881
-608,871
-623,860
-639,850
-654,839
-668,828
-683,816
-698,804
-712,793
-726,780
-740,768
-753,755
-767,742
-780,729
-793,716
-806,702
-818,688
-831,674
-843,660
-854,645
-866,631
-877,616
-888,601
-899,585
-910,570
-920,554
-930,538
-939,522
-949,506
-958,490
-967,473
-975,456
-984,439
-992,422
-999,405
-1007,388
-1014,370
-1021,353
-1027,335
-1033,317
-1039,299
-1045,281
-1050,263
-1055,245
-1059,226
-1064,208
-1068,190
-1071,171
-1075,152
-1078,134
-1080,115
-1083,96
-1085,77
-1086,58
-1088,39
-1089,20
-1090,1
-1090,-17
-1090,-36
-1090,-55
-1089,-74
-1088,-93
-1087,-112
-1085,-131
-1083,-150
-1081,-169
-1078,-188
-1075,-207
-1072,-226
-1068,-244
-1064,-263
-1060,-282
-1055,-300
-1051,-319
-1045,-337
-1040,-356
-1034,-374
-1028,-392
-1021,-410
-1014,-428
-1007,-446
-1000,-464
-992,-481
-984,-499
-975,-516
-967,-533
-957,-550
-948,-567
-939,-584
-929,-600
-918,-617
-908,-633
-897,-649
-886,-665
-875,-681
-863,-696
-851,-711
-839,-726
-827,-741
-814,-756
-801,-770
-788,-785
-774,-799
-761,-812
-747,-826
-732,-839
-718,-852
-703,-865
-688,-878
-673,-890
-658,-902
-642,-914
-627,-925
-611,-936
-594,-947
-578,-958
-562,-968
-545,-978
-528,-988
-511,-998
-494,-1007
-476,-1016
-458,-1024
-441,-1033
-423,-1041
-405,-1048
-387,-1056
-368,-1063
-350,-1070
-331,-1076
-313,-1082
-294,-1088
-275,-1093
-256,-1099
-237,-1103
-218,-1108
-198,-1112
-179,-1116
-160,-1119
-140,-1122
-120,-1125
-101,-1127
-81,-1130
-61,-1131
-42,-1133
-22,-1134
-2,-1134
17,-1135
36,-1135
56,-1135
76,-1134
96,-1133
116,-1132
135,-1130
155,-1128
175,-1125
195,-1123
214,-1120
234,-1116
253,-1112
273,-1108
292,-1104
312,-1099
331,-1094
350,-1088
369,-1083
388,-1076
407,-1070
426,-1063
445,-1056
463,-1049
482,-1041
500,-1033
518,-1024
536,-1015
554,-1006
572,-997
589,-987
607,-977
624,-967
641,-956
658,-945
675,-934
691,-923
708,-911
724,-899
740,-886
755,-874
771,-861
786,-847
801,-834
816,-820
830,-806
845,-792
859,-777
872,-763
886,-748
899,-732
912,-717
925,-701
938,-685
950,-669
962,-653
974,-636
985,-619
996,-602
1007,-585
1017,-568
1027,-550
1037,-532
1047,-514
1056,-496
1065,-478
1074,-459
1082,-441
1090,-422
1098,-403
1105,-384
1112,-365
1119,-345
1125,-326
1131,-306
1137,-287
1142,-267
1147,-247
1152,-227
1156,-207
1160,-187
1164,-167
1167,-146
1170,-126
1172,-106
1175,-85
1176,-65
1178,-44
1179,-24
1180,0
1180,20
1180,41
1179,61
1179,82
1178,103
1176,123
1174,144
1172,164
1169,185
1167,205
1163,226
1160,246
1156,266
1151,287
1147,307
1142,327
1136,347
1130,367
1124,387
1118,406
1111,426
1104,445
1096,465
1089,484
1080,503
1072,522
1063,541
1054,560
1044,578
1035,597
1024,615
1014,633
1003,651
992,669
981,686
969,703
957,720
945,737
932,754
919,771
906,787
892,803
879,819
864,834
850,849
836,865
821,879
806,894
790,908
774,922
759,936
742,950
726,963
709,976
693,988
676,1001
658,1013
641,1024
623,1036
605,1047
587,1058
569,1068
550,1079
531,1089
513,1098
494,1107
474,1116
455,1125
435,1133
416,1141
396,1149
376,1156
356,1163
336,1169
315,1175
295,1181
274,1187
254,1192
233,1196
212,1201
191,1205
170,1208
149,1212
128,1215
107,1217
86,1219
64,1221
43,1223
22,1224
0,1225
-20,1225
-41,1225
-63,1224
-84,1224
-105,1222
-127,1221
-148,1219
-169,1217
-191,1214
-212,1211
-233,1208
-254,1204
-275,1200
-296,1195
-317,1190
-338,1185
-359,1179
-380,1173
-400,1167
-421,1160
-441,1153
-461,1146
-482,1138
-501,1130
-521,1122
-541,1113
-561,1104
-580,1094
-599,1084
-618,1074
-637,1064
-656,1053
-675,1041
-693,1030
-711,1018
-729,1006
-747,993
-764,981
-782,968
-799,954
-816,940
-832,926
-849,912
-865,898
-881,883
-896,868
-912,852
-927,836
-942,820
-956,804
-970,788
-984,771
-998,754
-1011,737
-1025,719
-1037,702
-1050,684
-1062,665
-1074,647
-1086,628
-1097,610
-1108,591
-1118,571
-1129,552
-1138,533
-1148,513
-1157,493
-1166,473
-1175,453
-1183,432
-1191,412
-1198,391
-1205,370
-1212,349
-1219,328
-1225,307
-1230,286
-1235,264
-1240,243
-1245,221
-1249,199
-1253,178
-1256,156
-1259,134
-1262,112
-1264,90
-1266,68
-1268,46
-1269,24
-1270,2
-1270,-20
-1270,-42
-1269,-64
-1269,-86
-1267,-108
-1266,-130
-1264,-153
-1261,-175
-1259,-197
-1256,-219
-1252,-241
-1248,-263
-1244,-285
-1239,-306
-1234,-328
-1229,-350
-1223,-371
-1217,-393
-1210,-414
-1203,-435
-1196,-456
-1188,-477
-1180,-498
-1172,-519
-1163,-539
-1154,-560
-1144,-580
-1134,-600
-1124,-620
-1114,-640
-1103,-660
-1091,-679
-1080,-698
-1068,-717
-1056,-736
-1043,-755
-1030,-773
-1017,-791
-1003,-809
-989,-827
-975,-844
-961,-861
-946,-878
-931,-895
-915,-912
-900,-928
-884,-944
-867,-959
-851,-975
-834,-990
-817,-1005
-799,-1019
-782,-1033
-764,-1047
-746,-1061
-728,-1074
-709,-1087
-690,-1100
-671,-1112
-652,-1124
-632,-1136
-613,-1147
-593,-1158
-573,-1169
-553,-1179
-532,-1189
-511,-1198
-491,-1207
-470,-1216
-449,-1225
-427,-1233
-406,-1241
-384,-1248
-363,-1255
-341,-1262
-319,-1268
-297,-1274
-275,-1279
-252,-1284
-230,-1289
-207,-1293
-185,-1297
-162,-1301
-140,-1304
-117,-1307
-94,-1309
-71,-1311
-48,-1313
-26,-1314
-3,-1315
19,-1315
42,-1315
65,-1314
88,-1314
111,-1312
134,-1311
157,-1309
180,-1306
203,-1303
225,-1300
248,-1296
271,-1292
294,-1288
316,-1283
339,-1278
361,-1272
383,-1266
405,-1260
428,-1253
449,-1246
471,-1238
493,-1230
515,-1222
